PROVINCIA,BENEFICIARIO,RFC,FACTURA,CONTRATO,CONCEPTO,TIPO OP,FDO OP,FECHA,IMPORTE,ETIQUETA
206311,SECRETARIA DE FINANZAS Y TESORERIA GRAL DEL EDO DE NL,GEN620601DTA,CONT-EDO-E1889-155002-1641,OP-R23-01/16-CP,"RET-CONT 1 AL MILLAR CONT-EDO FODEMUN-2017 RP-2018 EST. 58-E OP-R23-01/16-CP REHABILITACION INTEGRAL DE LA SUPERFICIE DE RODAMIENTO DE CALLES Y AVENIDAS DE LA CIUDAD DE MONTERREY, N.L. PIM 16135001 REF 2018/SOP/003-BIS 1",TR,258000026.0,2018-11-01,757.35,CONTRATISTAS
206311,SECRETARIA DE FINANZAS Y TESORERIA GRAL DEL EDO DE NL,GEN620601DTA,CONT-EDO-E1890-155002-1645,OP-R23-01/16-CP,"RET-CONT 1 AL MILLAR CONT-EDO FODEMUN-2017 RP-2018 EST. 59-E OP-R23-01/16-CP REHABILITACION INTEGRAL DE LA SUPERFICIE DE RODAMIENTO DE CALLES Y AVENIDAS DE LA CIUDAD DE MONTERREY, N.L. PIM 16135001 REF 2018/SOP/003-BIS 1",TR,258000026.0,2018-11-01,12.71,CONTRATISTAS
206311,SECRETARIA DE FINANZAS Y TESORERIA GRAL DEL EDO DE NL,GEN620601DTA,CONT-EDO-E1891-155002-1737,OP-R23-01/16-CP,"RET-CONT 1 AL MILLAR CONT-EDO RP-2018 EST. 23 OP-R23-01/16-CP REHABILITACION INTEGRAL DE LA SUPERFICIE DE RODAMIENTO DE CALLES Y AVENIDAS DE LA CIUDAD DE MONTERREY, N.L. PIM 16135001 REF 2018/SOP/003-BIS 1",TR,1013315.0,2018-11-01,5756.25,CONTRATISTAS
206311,SECRETARIA DE FINANZAS Y TESORERIA GRAL DEL EDO DE NL,GEN620601DTA,SEFUPU-E1888-155002-1638,OP-R23-01/16-CP,"RET-CONT 5 AL MILLAR SEFUPU FODEMUN-2017 RP-2018 EST. 24 OP-R23-01/16-CP REHABILITACION INTEGRAL DE LA SUPERFICIE DE RODAMIENTO DE CALLES Y AVENIDAS DE LA CIUDAD DE MONTERREY, N.L. PIM 16135001 REF 2018/SOP/003-BIS 1",TR,258000026.0,2018-11-01,4347.42,CONTRATISTAS
206311,SECRETARIA DE FINANZAS Y TESORERIA GRAL DEL EDO DE NL,GEN620601DTA,SEFUPU-E1889-155002-1642,OP-R23-01/16-CP,"RET-CONT 5 AL MILLAR SEFUPU FODEMUN-2017 RP-2018 EST. 58-E OP-R23-01/16-CP REHABILITACION INTEGRAL DE LA SUPERFICIE DE RODAMIENTO DE CALLES Y AVENIDAS DE LA CIUDAD DE MONTERREY, N.L. PIM 16135001 REF 2018/SOP/003-BIS 1",TR,258000026.0,2018-11-01,3786.73,CONTRATISTAS
206311,SECRETARIA DE FINANZAS Y TESORERIA GRAL DEL EDO DE NL,GEN620601DTA,SEFUPU-E1890-155002-1646,OP-R23-01/16-CP,"RET-CONT 5 AL MILLAR SEFUPU FODEMUN-2017 RP-2018 EST. 59-E OP-R23-01/16-CP REHABILITACION INTEGRAL DE LA SUPERFICIE DE RODAMIENTO DE CALLES Y AVENIDAS DE LA CIUDAD DE MONTERREY, N.L. PIM 16135001 REF 2018/SOP/003-BIS 1",TR,258000026.0,2018-11-01,63.54,CONTRATISTAS
206311,SECRETARIA DE FINANZAS Y TESORERIA GRAL DEL EDO DE NL,GEN620601DTA,SEFUPU-E1891-155002-1738,OP-R23-01/16-CP,"RET-CONT 5 AL MILLAR SEFUPU RP-2018 EST. 23 OP-R23-01/16-CP REHABILITACION INTEGRAL DE LA SUPERFICIE DE RODAMIENTO DE CALLES Y AVENIDAS DE LA CIUDAD DE MONTERREY, N.L. PIM 16135001 REF 2018/SOP/003-BIS 1",TR,1013315.0,2018-11-01,28781.23,CONTRATISTAS
206311,SECRETARIA DE FINANZAS Y TESORERIA GRAL DEL EDO DE NL,GEN620601DTA,CONT-EDO-E1969-155002-1978,OP-R23-01/16-CP,"RET-CONT 1 AL MILLAR CONT-EDO RP-2018 EST. 25 OP-R23-01/16-CP REHABILITACION INTEGRAL DE LA SUPERFICIE DE RODAMIENTO DE CALLES Y AVENIDAS DE LA CIUDAD DE MONTERREY, N.L. PIM 16135001 REF 2018/SOP/003-BIS 1",TR,1013336.0,2018-11-16,952.93,CONTRATISTAS
206311,SECRETARIA DE FINANZAS Y TESORERIA GRAL DEL EDO DE NL,GEN620601DTA,CONT-EDO-E1972-155002-2040,OP-R23-01/16-CP,"RET-CONT 1 AL MILLAR CONT-EDO RP-2018 EST. 60-E OP-R23-01/16-CP REHABILITACION INTEGRAL DE LA SUPERFICIE DE RODAMIENTO DE CALLES Y AVENIDAS DE LA CIUDAD DE MONTERREY, N.L. PIM 16135001 REF 2018/SOP/003-BIS 1",TR,1013336.0,2018-11-16,13638.22,CONTRATISTAS
206311,SECRETARIA DE FINANZAS Y TESORERIA GRAL DEL EDO DE NL,GEN620601DTA,CONT-EDO-E1973-155002-2045,OP-R23-01/16-CP,"RET-CONT 1 AL MILLAR CONT-EDO RP-2018 EST. 61-E OP-R23-01/16-CP REHABILITACION INTEGRAL DE LA SUPERFICIE DE RODAMIENTO DE CALLES Y AVENIDAS DE LA CIUDAD DE MONTERREY, N.L. PIM 16135001 REF 2018/SOP/00",TR,1013341.0,2018-11-16,8688.82,CONTRATISTAS
206311,SECRETARIA DE FINANZAS Y TESORERIA GRAL DEL EDO DE NL,GEN620601DTA,SEFUPU-EDO-E1969-155002-1979,OP-R23-01/16-CP,"RET-CONT 5 AL MILLAR SEFUPU RP-2018 EST. 25 OP-R23-01/16-CP REHABILITACION INTEGRAL DE LA SUPERFICIE DE RODAMIENTO DE CALLES Y AVENIDAS DE LA CIUDAD DE MONTERREY, N.L. PIM 16135001 REF 2018/SOP/003-BIS 1",TR,1013336.0,2018-11-16,4764.66,CONTRATISTAS
206311,SECRETARIA DE FINANZAS Y TESORERIA GRAL DEL EDO DE NL,GEN620601DTA,SEFUPU-EDO-E1972-155002-2041,OP-R23-01/16-CP,"RET-CONT 5 AL MILLAR SEFUPU RP-2018 EST. 60-E OP-R23-01/16-CP REHABILITACION INTEGRAL DE LA SUPERFICIE DE RODAMIENTO DE CALLES Y AVENIDAS DE LA CIUDAD DE MONTERREY, N.L. PIM 16135001 REF 2018/SOP/003-BIS 1",TR,1013336.0,2018-11-16,68191.11,CONTRATISTAS
206311,SECRETARIA DE FINANZAS Y TESORERIA GRAL DEL EDO DE NL,GEN620601DTA,SEFUPU-EDO-E1973-155002-2046,OP-R23-01/16-CP,"RET-CONT 5 AL MILLAR SEFUPU RP-2018 EST. 61-E OP-R23-01/16-CP REHABILITACION INTEGRAL DE LA SUPERFICIE DE RODAMIENTO DE CALLES Y AVENIDAS DE LA CIUDAD DE MONTERREY, N.L. PIM 16135001 REF 2018/SOP/00",TR,1013341.0,2018-11-16,43444.1,CONTRATISTAS
206311,SECRETARIA DE FINANZAS Y TESORERIA GRAL DEL EDO DE NL,GEN620601DTA,CONT-EDO-421-155002-1910,OP-R23-01/18-CP,"RET-CONT 1 AL MILLAR CONT-EDO R23-2018 (PRO-REG 2) EST. 2 OP-R23-01/18-CP CONSTRUCCIÓN DE PARQUE LINEAL JULIO A. ROCA UBICADO EN CALLE PROL. AZTLAN ENTRE JULIO A. ROCA Y CALLE APOLO, EN MTY., N.L. PIM 18155017",TR,265000012.0,2018-11-23,5107.2,CONTRATISTAS
206311,SECRETARIA DE FINANZAS Y TESORERIA GRAL DEL EDO DE NL,GEN620601DTA,CONT-EDO-422-155002-1914,OP-R23-01/18-CP,"RET-CONT 1 AL MILLAR CONT-EDO R23-2018 (PRO-REG 2) EST. 1-E OP-R23-01/18-CP CONSTRUCCIÓN DE PARQUE LINEAL JULIO A. ROCA UBICADO EN CALLE PROL. AZTLAN ENTRE JULIO A. ROCA Y CALLE APOLO, EN MTY., N.L. PIM 18155017",TR,265000012.0,2018-11-23,456.19,CONTRATISTAS
206311,SECRETARIA DE FINANZAS Y TESORERIA GRAL DEL EDO DE NL,GEN620601DTA,SEFUPU-421-155002-1911,OP-R23-01/18-CP,"RET-CONT 5 AL MILLAR SEFUPU R23-2018 (PRO-REG 2) EST. 2 OP-R23-01/18-CP CONSTRUCCIÓN DE PARQUE LINEAL JULIO A. ROCA UBICADO EN CALLE PROL. AZTLAN ENTRE JULIO A. ROCA Y CALLE APOLO, EN MTY., N.L. PIM 18155017",TR,265000012.0,2018-11-23,25536.01,CONTRATISTAS
206311,SECRETARIA DE FINANZAS Y TESORERIA GRAL DEL EDO DE NL,GEN620601DTA,SEFUPU-422-155002-1915,OP-R23-01/18-CP,"RET-CONT 5 AL MILLAR SEFUPU R23-2018 (PRO-REG 2) EST. 1-E OP-R23-01/18-CP CONSTRUCCIÓN DE PARQUE LINEAL JULIO A. ROCA UBICADO EN CALLE PROL. AZTLAN ENTRE JULIO A. ROCA Y CALLE APOLO, EN MTY., N.L. PIM 18155017",TR,265000012.0,2018-11-23,2280.95,CONTRATISTAS
311250,CAMARA MEXICANA DE LA INDUSTRIA DE LA CONSTRUCCION,CMI970416U95,CMIC-E1888-155002-1636,OP-R23-01/16-CP,"RET-CONT 2 AL MILLAR CMIC FODEMUN-2017 RP-2018 EST. 24 OP-R23-01/16-CP REHABILITACION INTEGRAL DE LA SUPERFICIE DE RODAMIENTO DE CALLES Y AVENIDAS DE LA CIUDAD DE MONTERREY, N.L. PIM 16135001 REF 2018/SOP/003-BIS 1",TR,258000025.0,2018-11-01,1738.97,CONTRATISTAS
311250,CAMARA MEXICANA DE LA INDUSTRIA DE LA CONSTRUCCION,CMI970416U95,CMIC-E1889-155002-1640,OP-R23-01/16-CP,"RET-CONT 2 AL MILLAR CMIC FODEMUN-2017 RP-2018 EST. 58-E OP-R23-01/16-CP REHABILITACION INTEGRAL DE LA SUPERFICIE DE RODAMIENTO DE CALLES Y AVENIDAS DE LA CIUDAD DE MONTERREY, N.L. PIM 16135001 REF 2018/SOP/003-BIS 1",TR,258000025.0,2018-11-01,1514.69,CONTRATISTAS
311250,CAMARA MEXICANA DE LA INDUSTRIA DE LA CONSTRUCCION,CMI970416U95,CMIC-E1890-155002-1644,OP-R23-01/16-CP,"RET-CONT 2 AL MILLAR CMIC FODEMUN-2017 RP-2018 EST. 59-E OP-R23-01/16-CP REHABILITACION INTEGRAL DE LA SUPERFICIE DE RODAMIENTO DE CALLES Y AVENIDAS DE LA CIUDAD DE MONTERREY, N.L. PIM 16135001 REF 2018/SOP/003-BIS 1",TR,258000025.0,2018-11-01,25.42,CONTRATISTAS
311250,CAMARA MEXICANA DE LA INDUSTRIA DE LA CONSTRUCCION,CMI970416U95,CMIC-E1891-155002-1736,OP-R23-01/16-CP,"RET-CONT 2 AL MILLAR CMIC RP-2018 EST. 23 OP-R23-01/16-CP REHABILITACION INTEGRAL DE LA SUPERFICIE DE RODAMIENTO DE CALLES Y AVENIDAS DE LA CIUDAD DE MONTERREY, N.L. PIM 16135001 REF 2018/SOP/003-BIS 1",TR,1013316.0,2018-11-01,11512.49,CONTRATISTAS
311250,CAMARA MEXICANA DE LA INDUSTRIA DE LA CONSTRUCCION,CMI970416U95,DIF-E1888-155002-1635,OP-R23-01/16-CP,"RET-CONT 1 AL MILLAR DIF FODEMUN-2017 RP-2018 EST. 24 OP-R23-01/16-CP REHABILITACION INTEGRAL DE LA SUPERFICIE DE RODAMIENTO DE CALLES Y AVENIDAS DE LA CIUDAD DE MONTERREY, N.L. PIM 16135001 REF 2018/SOP/003-BIS 1",TR,258000023.0,2018-11-01,869.48,CONTRATISTAS
311250,CAMARA MEXICANA DE LA INDUSTRIA DE LA CONSTRUCCION,CMI970416U95,DIF-E1889-155002-1639,OP-R23-01/16-CP,"RET-CONT 1 AL MILLAR DIF FODEMUN-2017 RP-2018 EST. 58-E OP-R23-01/16-CP REHABILITACION INTEGRAL DE LA SUPERFICIE DE RODAMIENTO DE CALLES Y AVENIDAS DE LA CIUDAD DE MONTERREY, N.L. PIM 16135001 REF 2018/SOP/003-BIS 1",TR,258000023.0,2018-11-01,757.35,CONTRATISTAS
311250,CAMARA MEXICANA DE LA INDUSTRIA DE LA CONSTRUCCION,CMI970416U95,DIF-E1890-155002-1643,OP-R23-01/16-CP,"RET-CONT 1 AL MILLAR DIF FODEMUN-2017 RP-2018 EST. 59-E OP-R23-01/16-CP REHABILITACION INTEGRAL DE LA SUPERFICIE DE RODAMIENTO DE CALLES Y AVENIDAS DE LA CIUDAD DE MONTERREY, N.L. PIM 16135001 REF 2018/SOP/003-BIS 1",TR,258000023.0,2018-11-01,12.71,CONTRATISTAS
311250,CAMARA MEXICANA DE LA INDUSTRIA DE LA CONSTRUCCION,CMI970416U95,DIF-E1891-155002-1735,OP-R23-01/16-CP,"RET-CONT 1 AL MILLAR DIF RP-2018 EST. 23 OP-R23-01/16-CP REHABILITACION INTEGRAL DE LA SUPERFICIE DE RODAMIENTO DE CALLES Y AVENIDAS DE LA CIUDAD DE MONTERREY, N.L. PIM 16135001 REF 2018/SOP/003-BIS 1",TR,1013314.0,2018-11-01,5756.25,CONTRATISTAS
311250,CAMARA MEXICANA DE LA INDUSTRIA DE LA CONSTRUCCION,CMI970416U95,CMIC-E1969-155002-1977,OP-R23-01/16-CP,"RET-CONT 2 AL MILLAR CMIC RP-2018 EST. 25 OP-R23-01/16-CP REHABILITACION INTEGRAL DE LA SUPERFICIE DE RODAMIENTO DE CALLES Y AVENIDAS DE LA CIUDAD DE MONTERREY, N.L. PIM 16135001 REF 2018/SOP/003-BIS 1",TR,1013335.0,2018-11-16,1905.86,CONTRATISTAS
311250,CAMARA MEXICANA DE LA INDUSTRIA DE LA CONSTRUCCION,CMI970416U95,CMIC-E1972-155002-2039,OP-R23-01/16-CP,"RET-CONT 2 AL MILLAR CMIC RP-2018 EST. 60-E OP-R23-01/16-CP REHABILITACION INTEGRAL DE LA SUPERFICIE DE RODAMIENTO DE CALLES Y AVENIDAS DE LA CIUDAD DE MONTERREY, N.L. PIM 16135001 REF 2018/SOP/003-BIS 1",TR,1013335.0,2018-11-16,27276.44,CONTRATISTAS
311250,CAMARA MEXICANA DE LA INDUSTRIA DE LA CONSTRUCCION,CMI970416U95,CMIC-E1973-155002-2044,OP-R23-01/16-CP,"RET-CONT 2 AL MILLAR CMIC RP-2018 EST. 61-E OP-R23-01/16-CP REHABILITACION INTEGRAL DE LA SUPERFICIE DE RODAMIENTO DE CALLES Y AVENIDAS DE LA CIUDAD DE MONTERREY, N.L. PIM 16135001 REF 2018/SOP/00",TR,1013342.0,2018-11-16,17377.64,CONTRATISTAS
311250,CAMARA MEXICANA DE LA INDUSTRIA DE LA CONSTRUCCION,CMI970416U95,DIF-E1969-155002-1976,OP-R23-01/16-CP,"RET-CONT 1 AL MILLAR DIF RP-2018 EST. 25 OP-R23-01/16-CP REHABILITACION INTEGRAL DE LA SUPERFICIE DE RODAMIENTO DE CALLES Y AVENIDAS DE LA CIUDAD DE MONTERREY, N.L. PIM 16135001 REF 2018/SOP/003-BIS 1",TR,1013334.0,2018-11-16,952.93,CONTRATISTAS
311250,CAMARA MEXICANA DE LA INDUSTRIA DE LA CONSTRUCCION,CMI970416U95,DIF-E1972-155002-2038,OP-R23-01/16-CP,"RET-CONT 1 AL MILLAR DIF RP-2018 EST. 60-E OP-R23-01/16-CP REHABILITACION INTEGRAL DE LA SUPERFICIE DE RODAMIENTO DE CALLES Y AVENIDAS DE LA CIUDAD DE MONTERREY, N.L. PIM 16135001 REF 2018/SOP/003-BIS 1",TR,1013334.0,2018-11-16,13638.22,CONTRATISTAS
311250,CAMARA MEXICANA DE LA INDUSTRIA DE LA CONSTRUCCION,CMI970416U95,DIF-E1973-155002-2043,OP-R23-01/16-CP,"RET-CONT 1 AL MILLAR DIF RP-2018 EST. 61-E OP-R23-01/16-CP REHABILITACION INTEGRAL DE LA SUPERFICIE DE RODAMIENTO DE CALLES Y AVENIDAS DE LA CIUDAD DE MONTERREY, N.L. PIM 16135001 REF 2018/SOP/00",TR,1013340.0,2018-11-16,8688.82,CONTRATISTAS
311250,CAMARA MEXICANA DE LA INDUSTRIA DE LA CONSTRUCCION,CMI970416U95,CMIC-421-155002-1909,OP-R23-01/18-CP,"RET-CONT 2 AL MILLAR CMIC R23-2018 (PRO-REG 2) EST. 2 OP-R23-01/18-CP CONSTRUCCIÓN DE PARQUE LINEAL JULIO A. ROCA UBICADO EN CALLE PROL. AZTLAN ENTRE JULIO A. ROCA Y CALLE APOLO, EN MTY., N.L. PIM 18155017",TR,265000011.0,2018-11-23,10214.4,CONTRATISTAS
311250,CAMARA MEXICANA DE LA INDUSTRIA DE LA CONSTRUCCION,CMI970416U95,CMIC-422-155002-1913,OP-R23-01/18-CP,"RET-CONT 2 AL MILLAR CMIC R23-2018 (PRO-REG 2) EST. 1-E OP-R23-01/18-CP CONSTRUCCIÓN DE PARQUE LINEAL JULIO A. ROCA UBICADO EN CALLE PROL. AZTLAN ENTRE JULIO A. ROCA Y CALLE APOLO, EN MTY., N.L. PIM 18155017",TR,265000011.0,2018-11-23,912.38,CONTRATISTAS
311250,CAMARA MEXICANA DE LA INDUSTRIA DE LA CONSTRUCCION,CMI970416U95,CMIC-CFDI5160-155002-2186,OP-RP-05/17-CP,"RET-CONT 2 AL MILLAR CMIC RP-2018 EST. 7-A (PTE) OP-RP-05/17-CP REHABILITACION DE PAVIMENTO VIALIDADES REGIAS EN TU COLONIA, DIF. COLS. DEL MUNICIPIO DE MONTERREY, N.L., PIM 17155046 REF 2018/SOP/005 BIS",TR,1013352.0,2018-11-23,11927.75,CONTRATISTAS
311250,CAMARA MEXICANA DE LA INDUSTRIA DE LA CONSTRUCCION,CMI970416U95,DIF-421-155002-1908,OP-R23-01/18-CP,"RET-CONT 1 AL MILLAR DIF R23-2018 (PRO-REG 2) EST. 2 OP-R23-01/18-CP CONSTRUCCIÓN DE PARQUE LINEAL JULIO A. ROCA UBICADO EN CALLE PROL. AZTLAN ENTRE JULIO A. ROCA Y CALLE APOLO, EN MTY., N.L. PIM 18155017",TR,265000010.0,2018-11-23,5107.2,CONTRATISTAS
311250,CAMARA MEXICANA DE LA INDUSTRIA DE LA CONSTRUCCION,CMI970416U95,DIF-422-155002-1912,OP-R23-01/18-CP,"RET-CONT 1 AL MILLAR DIF R23-2018 (PRO-REG 2) EST. 1-E OP-R23-01/18-CP CONSTRUCCIÓN DE PARQUE LINEAL JULIO A. ROCA UBICADO EN CALLE PROL. AZTLAN ENTRE JULIO A. ROCA Y CALLE APOLO, EN MTY., N.L. PIM 18155017",TR,265000010.0,2018-11-23,456.19,CONTRATISTAS
311250,CAMARA MEXICANA DE LA INDUSTRIA DE LA CONSTRUCCION,CMI970416U95,DIF-CFDI5160-155002-2185,OP-RP-05/17-CP,"RET-CONT 1 AL MILLAR DIF RP-2018 EST. 7-A (PTE) OP-RP-05/17-CP REHABILITACION DE PAVIMENTO VIALIDADES REGIAS EN TU COLONIA, DIF. COLS. DEL MUNICIPIO DE MONTERREY, N.L., PIM 17155046 REF 2018/SOP/005 BIS",TR,1013350.0,2018-11-23,5963.87,CONTRATISTAS
311250,CAMARA MEXICANA DE LA INDUSTRIA DE LA CONSTRUCCION,CMI970416U95,CMIC-A-284-155002-1685,OP-R33-08/17-CP,"RET-CONT 2 AL MILLAR CMIC R33-2017 EST. 5 OP-R33-08/17-CP , MEJORAMIENTO DEL CENTRO DE SALUD UBICADO EN CALLE VETERANOS DE LA REVOLUCION ENTRE CALLE PLAN DE GUADALUPR Y CALLE 1913, COL. ANTONIO I. VILLARREAL, EN MONTERREY, N.L., PIM 17155038 REF 2018/SOP/036",TR,243000127.0,2018-11-29,1056.56,CONTRATISTAS
311250,CAMARA MEXICANA DE LA INDUSTRIA DE LA CONSTRUCCION,CMI970416U95,CMIC-A-285-155002-1687,OP-R33-08/17-CP,"RET-CONT 2 AL MILLAR CMIC R33-2017 EST. 5 -A OP-R33-08/17-CP , MEJORAMIENTO DEL CENTRO DE SALUD UBICADO EN CALLE VETERANOS DE LA REVOLUCION ENTRE CALLE PLAN DE GUADALUPR Y CALLE 1913, COL. ANTONIO I. VILLARREAL, EN MONTERREY, N.L., PIM 17155038 REF 2018/SOP/036",TR,243000127.0,2018-11-29,585.77,CONTRATISTAS
311250,CAMARA MEXICANA DE LA INDUSTRIA DE LA CONSTRUCCION,CMI970416U95,CMIC-A932-155002-2123,OP-RP-05/18-IR,"RET-CONT 2 AL MILLAR CMIC RP-2018 EST. 2 OP-RP-05/18-IR REHABILITACION DE EDIFICIO CASA HOGAR NUEVA ESPERANZA"" UBICADO EN CALLE VENUSTIANO CARRANZA No. 2900, COL. GARZA NIETO EN MTY., N.L.",TR,1013363.0,2018-11-29,780.51,CONTRATISTAS
311250,CAMARA MEXICANA DE LA INDUSTRIA DE LA CONSTRUCCION,CMI970416U95,CMIC-A934-155002-2125,OP-RP-05/18-IR,"RET-CONT 2 AL MILLAR CMIC RP-2018 EST. 2-A OP-RP-05/18-IR REHABILITACION DE EDIFICIO CASA HOGAR NUEVA ESPERANZA"" UBICADO EN CALLE VENUSTIANO CARRANZA No. 2900, COL. GARZA NIETO EN MTY., N.L.",TR,1013363.0,2018-11-29,48.22,CONTRATISTAS
311250,CAMARA MEXICANA DE LA INDUSTRIA DE LA CONSTRUCCION,CMI970416U95,CMIC-CFDI5159-155002-2176,OP-RP-05/17-CP,"RET-CONT 2 AL MILLAR CMIC RP-2018 EST. 24 (PTE) OP-RP-05/17-CP REHABILITACION DE PAVIMENTO VIALIDADES REGIAS EN TU COLONIA, DIF. COLS. DEL MUNICIPIO DE MONTERREY, N.L., PIM 17155046 REF 2018/SOP/005 BIS",TR,1013363.0,2018-11-29,6121.35,CONTRATISTAS
311250,CAMARA MEXICANA DE LA INDUSTRIA DE LA CONSTRUCCION,CMI970416U95,DIF-A-284-155002-1684,OP-R33-08/17-CP,"RET-CONT 1 AL MILLAR DIF R33-2017 EST. 5 OP-R33-08/17-CP , MEJORAMIENTO DEL CENTRO DE SALUD UBICADO EN CALLE VETERANOS DE LA REVOLUCION ENTRE CALLE PLAN DE GUADALUPR Y CALLE 1913, COL. ANTONIO I. VILLARREAL, EN MONTERREY, N.L., PIM 17155038 REF 2018/SOP/036",TR,243000125.0,2018-11-29,528.28,CONTRATISTAS
311250,CAMARA MEXICANA DE LA INDUSTRIA DE LA CONSTRUCCION,CMI970416U95,DIF-A-285-155002-1686,OP-R33-08/17-CP,"RET-CONT 1 AL MILLAR DIF R33-2017 EST. 5-A OP-R33-08/17-CP , MEJORAMIENTO DEL CENTRO DE SALUD UBICADO EN CALLE VETERANOS DE LA REVOLUCION ENTRE CALLE PLAN DE GUADALUPR Y CALLE 1913, COL. ANTONIO I. VILLARREAL, EN MONTERREY, N.L., PIM 17155038 REF 2018/SOP/036",TR,243000125.0,2018-11-29,292.88,CONTRATISTAS
311250,CAMARA MEXICANA DE LA INDUSTRIA DE LA CONSTRUCCION,CMI970416U95,DIF-A932-155002-2122,OP-RP-05/18-IR,"RET-CONT 1 AL MILLAR DIF RP-2018 EST. 2 OP-RP-05/18-IR REHABILITACION DE EDIFICIO CASA HOGAR NUEVA ESPERANZA"" UBICADO EN CALLE VENUSTIANO CARRANZA No. 2900, COL. GARZA NIETO EN MTY., N.L.",TR,1013364.0,2018-11-29,390.25,CONTRATISTAS
311250,CAMARA MEXICANA DE LA INDUSTRIA DE LA CONSTRUCCION,CMI970416U95,DIF-A934-155002-2124,OP-RP-05/18-IR,"RET-CONT 1 AL MILLAR DIF RP-2018 EST. 2-A OP-RP-05/18-IR REHABILITACION DE EDIFICIO CASA HOGAR NUEVA ESPERANZA"" UBICADO EN CALLE VENUSTIANO CARRANZA No. 2900, COL. GARZA NIETO EN MTY., N.L.",TR,1013364.0,2018-11-29,24.11,CONTRATISTAS
311250,CAMARA MEXICANA DE LA INDUSTRIA DE LA CONSTRUCCION,CMI970416U95,DIF-CFDI5159-155002-2175,OP-RP-05/17-CP,"RET-CONT 1 AL MILLAR DIF RP-2018 EST. 24 (PTE) OP-RP-05/17-CP REHABILITACION DE PAVIMENTO VIALIDADES REGIAS EN TU COLONIA, DIF. COLS. DEL MUNICIPIO DE MONTERREY, N.L., PIM 17155046 REF 2018/SOP/005 BIS",TR,1013364.0,2018-11-29,3060.67,CONTRATISTAS
311368,"PROVEEDORA PARA LA CONSTRUCCION REGIOMONTANA, S.A. DE C.V.",PCR970808MT3,1391-155002-1959,SOP-874-2018,"R33-2018 30% ANT. OP-R33-03/18-CP CONSTRUCCION DE DRENAJE PLUVIAL EN LA COL. VILLA LAS FUENTES, EN EL MUNICIPIO DE MONTERREY, N.L., PIM 18155012-A Y 18155012-A-BIS",TR,260000016.0,2018-11-01,5708898.28,CONTRATISTAS
317861,BANCO MONEX. SA. IBM MONEX GPO FIN FUDUCI DEL FIDEIC F/3822,BMI9704113PA,E1888-155002-1624,SOP-697-2016,"FODEMUN-2017 RP-2018 EST. 24 OP-R23-01/16-CP REHABILITACION INTEGRAL DE LA SUPERFICIE DE RODAMIENTO DE CALLES Y AVENIDAS DE LA CIUDAD DE MONTERREY, N.L. PIM 16135001 REF 2018/SOP/003-BIS 1",TR,258000024.0,2018-11-01,1000775.44,CONTRATISTAS
317861,BANCO MONEX. SA. IBM MONEX GPO FIN FUDUCI DEL FIDEIC F/3822,BMI9704113PA,E1889-155002-1625,SOP-697-2016,"FODEMUN-2017 EST. 58-E OP-R23-01/16-CP REHABILITACION INTEGRAL DE LA SUPERFICIE DE RODAMIENTO DE CALLES Y AVENIDAS DE LA CIUDAD DE MONTERREY, N.L. PIM 16135001 REF 2018/SOP/003-BIS 1",TR,258000024.0,2018-11-01,871705.68,CONTRATISTAS
317861,BANCO MONEX. SA. IBM MONEX GPO FIN FUDUCI DEL FIDEIC F/3822,BMI9704113PA,E1890-155002-1626,SOP-697-2016,"FODEMUN-2017 EST. 59-E OP-R23-01/16-CP REHABILITACION INTEGRAL DE LA SUPERFICIE DE RODAMIENTO DE CALLES Y AVENIDAS DE LA CIUDAD DE MONTERREY, N.L. PIM 16135001 REF 2018/SOP/003-BIS 1",TR,258000024.0,2018-11-01,14626.62,CONTRATISTAS
317861,BANCO MONEX. SA. IBM MONEX GPO FIN FUDUCI DEL FIDEIC F/3822,BMI9704113PA,E1891-155002-1623,SOP-697-2016,"RP-2018 EST. 23 OP-R23-01/16-CP REHABILITACION INTEGRAL DE LA SUPERFICIE DE RODAMIENTO DE CALLES Y AVENIDAS DE LA CIUDAD DE MONTERREY, N.L. PIM 16135001 REF 2018/SOP/003-BIS 1",TR,1013317.0,2018-11-01,6625438.43,CONTRATISTAS
317861,BANCO MONEX. SA. IBM MONEX GPO FIN FUDUCI DEL FIDEIC F/3822,BMI9704113PA,E1969-155002-1975,SOP-697-2016,"RP-2018 EST. 25 OP-R23-01/16-CP REHABILITACION INTEGRAL DE LA SUPERFICIE DE RODAMIENTO DE CALLES Y AVENIDAS DE LA CIUDAD DE MONTERREY, N.L. PIM 16135001 REF 2018/SOP/003-BIS 1",TR,1013331.0,2018-11-16,1096824.87,CONTRATISTAS
317861,BANCO MONEX. SA. IBM MONEX GPO FIN FUDUCI DEL FIDEIC F/3822,BMI9704113PA,E1972-155002-1974,SOP-697-2016,"RP-2018 EST. 60-E OP-R23-01/16-CP REHABILITACION INTEGRAL DE LA SUPERFICIE DE RODAMIENTO DE CALLES Y AVENIDAS DE LA CIUDAD DE MONTERREY, N.L. PIM 16135001 REF 2018/SOP/003-BIS 1",TR,1013331.0,2018-11-16,15697593.07,CONTRATISTAS
